title,doi
Remote sensing of methane with broadband laser and optical correlation spectroscopy on the Q-branch of the 2ν3 band,10.1016/j.jms.2013.05.015
"Lineshape models testing on CH4 spectral line 6105.6257cm−1 (R9F1, R9F2) of 2ν3 band broadened by N2 and Ne",10.1016/j.jms.2013.03.009
The WKLMC empirical line lists (5852–7919cm−1) for methane between 80K and 296K: “Final” lists for atmospheric and planetary applications,10.1016/j.jms.2013.03.001
An improved empirical line list for methane in the region of the 2ν3 band at 1.66μm,10.1016/j.jqsrt.2012.12.004
Tunable diode laser absorption spectroscopy for simultaneous measurement of ethylene and methane near 1.626μm,10.3724/sp.j.1010.2013.00486
Accurate transition frequency list of the ν_3 band of methane from sub-Doppler resolution comb-referenced spectroscopy,10.1364/josab.30.001027
Vibrationally resolved transition state spectroscopy of the F + H2 and F + CH4 reactions,10.1039/c2fd20011b
Refinements of the WKMC empirical line lists (5852–7919cm−1) for methane between 80K and 296K,10.1016/j.jqsrt.2012.05.011
Collisional parameters of N2 broadened methane lines in the R9 multiplet of the 2ν3 band. Multispectrum fittings of the overlapping spectral lines,10.1016/j.jqsrt.2012.07.011
Observation of methane nuclear spin isomers in gas phase at low temperature,10.1016/j.jms.2012.08.007
"The absorption spectrum of methane at 80 and 294K in the icosad (6717–7589cm−1): Improved empirical line lists, isotopologue identification and temperature dependence",10.1016/j.jqsrt.2011.09.003
Self and N2 collisional broadening of far-infrared methane lines measured at the SOLEIL synchrotron,10.1016/j.jqsrt.2012.06.001
An analysis of a preliminary ALMA Orion KL spectrum via the use of complete experimental spectra from the laboratory,10.1016/j.jms.2012.08.002
First assignment of the 5ν4 and ν2+4ν4 band systems of 12CH4 in the 6287–6550cm−1 region,10.1016/j.jqsrt.2010.08.006
The 1.58 μm transparency window of methane (6165–6750 cm−1): Empirical line list and temperature dependence between 80 and 296 K,10.1016/j.jqsrt.2010.11.015
Measurements of self-broadening and self-pressure-induced shift parameters of the methane spectral lines in the 5556–6166cm−1 range,10.1016/j.jqsrt.2010.10.010
Spectroscopy of CH4 with a difference-frequency generation laser at 3.3 micron for atmospheric applications,10.1007/s00340-011-4665-2
Measurement of CH4-concentration in HMDSO-containing process plasmas by quantum cascade laser absorption spectroscopy,10.1016/j.vacuum.2010.01.016
An infrared spectral database for detection of gases emitted by biomass burning,10.1016/j.vibspec.2010.02.010
"Multispectrum analysis of 12CH4 in the ν4 spectral region: II. Self-broadened half widths, pressure-induced shifts, temperature dependences and line mixing",10.1016/j.jqsrt.2010.01.017
Temperature dependence of the absorption spectrum of CH4 by high resolution spectroscopy at 81K: (I) The region of the 2ν3 band at 1.66μm,10.1016/j.jqsrt.2009.10.019
Temperature dependence of the absorption spectrum of CH4 by high resolution spectroscopy at 81K: (II) The icosad region (1.49–1.30μm),10.1016/j.jqsrt.2009.11.025
High sensitivity absorption spectroscopy of methane at 80K in the 1.58μm transparency window: Temperature dependence and importance of the CH3D contribution,10.1016/j.jms.2010.02.005
The 2ν3 band of CH4 revisited with line mixing: Consequences for spectroscopy and atmospheric retrievals at 1.67μm,10.1016/j.jqsrt.2010.02.015
The high-resolution far-infrared spectrum of methane at the SOLEIL synchrotron,10.1016/j.jqsrt.2010.02.006
GOSAT-2009 methane spectral line list in the 5550–6236cm−1 range,10.1016/j.jqsrt.2010.05.010
Accurate determination of low state rotational quantum numbers (J &lt; 4) from planar-jet and liquid nitrogen cell absorption spectra of methane near 1.4 micron,10.1039/b922109c
Empirical line parameters of methane in the 1.63–1.48μm transparency window by high sensitivity Cavity Ring Down Spectroscopy,10.1016/j.chemphys.2010.05.011
